perm,qidx,correct
"[7, 3, 1, 0, 6, 5, 2, 4]",13,0
"[7, 3, 1, 0, 6, 5, 2, 4]",14,0
"[7, 3, 1, 0, 6, 5, 2, 4]",15,0
"[7, 3, 1, 0, 6, 5, 2, 4]",16,0
"[7, 3, 1, 0, 6, 5, 2, 4]",17,1
"[7, 3, 1, 0, 6, 5, 2, 4]",18,1
"[7, 3, 1, 0, 6, 5, 2, 4]",19,0
"[7, 3, 1, 0, 6, 5, 2, 4]",20,1
"[7, 3, 1, 0, 6, 5, 2, 4]",21,0
"[7, 3, 1, 0, 6, 5, 2, 4]",22,0
"[7, 3, 1, 0, 6, 5, 2, 4]",23,0
"[7, 3, 1, 0, 6, 5, 2, 4]",24,0
"[0, 3, 7, 1, 6, 5, 2, 4]",0,0
"[0, 3, 7, 1, 6, 5, 2, 4]",1,1
"[0, 3, 7, 1, 6, 5, 2, 4]",2,0
"[0, 3, 7, 1, 6, 5, 2, 4]",3,1
"[0, 3, 7, 1, 6, 5, 2, 4]",4,0
"[0, 3, 7, 1, 6, 5, 2, 4]",5,0
"[0, 3, 7, 1, 6, 5, 2, 4]",6,1
"[0, 3, 7, 1, 6, 5, 2, 4]",7,1
"[0, 3, 7, 1, 6, 5, 2, 4]",8,0
"[0, 3, 7, 1, 6, 5, 2, 4]",9,1
"[0, 3, 7, 1, 6, 5, 2, 4]",10,0
"[0, 3, 7, 1, 6, 5, 2, 4]",11,0
"[0, 3, 7, 1, 6, 5, 2, 4]",12,0
"[0, 3, 7, 1, 6, 5, 2, 4]",13,0
"[0, 3, 7, 1, 6, 5, 2, 4]",14,0
"[0, 3, 7, 1, 6, 5, 2, 4]",15,1
"[0, 3, 7, 1, 6, 5, 2, 4]",16,0
"[0, 3, 7, 1, 6, 5, 2, 4]",17,1
"[0, 3, 7, 1, 6, 5, 2, 4]",18,1
"[0, 3, 7, 1, 6, 5, 2, 4]",19,1
"[0, 3, 7, 1, 6, 5, 2, 4]",20,0
"[0, 3, 7, 1, 6, 5, 2, 4]",21,0
"[0, 3, 7, 1, 6, 5, 2, 4]",22,0
"[0, 3, 7, 1, 6, 5, 2, 4]",23,0
"[0, 3, 7, 1, 6, 5, 2, 4]",24,0
"[1, 6, 7, 5, 0, 4, 2, 3]",0,0
"[1, 6, 7, 5, 0, 4, 2, 3]",1,1
"[1, 6, 7, 5, 0, 4, 2, 3]",2,0
"[1, 6, 7, 5, 0, 4, 2, 3]",3,0
"[1, 6, 7, 5, 0, 4, 2, 3]",4,0
"[1, 6, 7, 5, 0, 4, 2, 3]",5,0
"[1, 6, 7, 5, 0, 4, 2, 3]",6,0
"[1, 6, 7, 5, 0, 4, 2, 3]",7,1
"[1, 6, 7, 5, 0, 4, 2, 3]",8,0
"[1, 6, 7, 5, 0, 4, 2, 3]",9,1
"[1, 6, 7, 5, 0, 4, 2, 3]",10,0
"[1, 6, 7, 5, 0, 4, 2, 3]",11,0
"[1, 6, 7, 5, 0, 4, 2, 3]",12,0
"[1, 6, 7, 5, 0, 4, 2, 3]",13,0
"[1, 6, 7, 5, 0, 4, 2, 3]",14,0
"[1, 6, 7, 5, 0, 4, 2, 3]",15,1
"[1, 6, 7, 5, 0, 4, 2, 3]",16,0
"[1, 6, 7, 5, 0, 4, 2, 3]",17,1
"[1, 6, 7, 5, 0, 4, 2, 3]",18,0
"[1, 6, 7, 5, 0, 4, 2, 3]",19,1
"[1, 6, 7, 5, 0, 4, 2, 3]",20,0
"[1, 6, 7, 5, 0, 4, 2, 3]",21,0
"[1, 6, 7, 5, 0, 4, 2, 3]",22,0
"[1, 6, 7, 5, 0, 4, 2, 3]",23,0
"[1, 6, 7, 5, 0, 4, 2, 3]",24,0
"[6, 2, 4, 7, 1, 5, 3, 0]",0,0
"[6, 2, 4, 7, 1, 5, 3, 0]",1,1
"[6, 2, 4, 7, 1, 5, 3, 0]",2,0
"[6, 2, 4, 7, 1, 5, 3, 0]",3,1
"[6, 2, 4, 7, 1, 5, 3, 0]",4,1
"[6, 2, 4, 7, 1, 5, 3, 0]",5,0
"[6, 2, 4, 7, 1, 5, 3, 0]",6,0
"[6, 2, 4, 7, 1, 5, 3, 0]",7,0
"[6, 2, 4, 7, 1, 5, 3, 0]",8,0
"[6, 2, 4, 7, 1, 5, 3, 0]",9,1
"[6, 2, 4, 7, 1, 5, 3, 0]",10,0
"[6, 2, 4, 7, 1, 5, 3, 0]",11,0
"[6, 2, 4, 7, 1, 5, 3, 0]",12,1
"[6, 2, 4, 7, 1, 5, 3, 0]",13,0
"[6, 2, 4, 7, 1, 5, 3, 0]",14,0
"[6, 2, 4, 7, 1, 5, 3, 0]",15,0
"[6, 2, 4, 7, 1, 5, 3, 0]",16,0
"[6, 2, 4, 7, 1, 5, 3, 0]",17,1
"[6, 2, 4, 7, 1, 5, 3, 0]",18,0
"[6, 2, 4, 7, 1, 5, 3, 0]",19,1
"[6, 2, 4, 7, 1, 5, 3, 0]",20,1
"[6, 2, 4, 7, 1, 5, 3, 0]",21,0
"[6, 2, 4, 7, 1, 5, 3, 0]",22,0
"[6, 2, 4, 7, 1, 5, 3, 0]",23,0
"[6, 2, 4, 7, 1, 5, 3, 0]",24,0
"[6, 2, 4, 7, 5, 1, 3, 0]",0,0
"[6, 2, 4, 7, 5, 1, 3, 0]",1,1
"[6, 2, 4, 7, 5, 1, 3, 0]",2,0
"[6, 2, 4, 7, 5, 1, 3, 0]",3,0
"[6, 2, 4, 7, 5, 1, 3, 0]",4,0
"[6, 2, 4, 7, 5, 1, 3, 0]",5,0
"[6, 2, 4, 7, 5, 1, 3, 0]",6,0
"[6, 2, 4, 7, 5, 1, 3, 0]",7,0
"[6, 2, 4, 7, 5, 1, 3, 0]",8,0
"[6, 2, 4, 7, 5, 1, 3, 0]",9,1
"[6, 2, 4, 7, 5, 1, 3, 0]",10,0
"[6, 2, 4, 7, 5, 1, 3, 0]",11,0
"[6, 2, 4, 7, 5, 1, 3, 0]",12,1
"[6, 2, 4, 7, 5, 1, 3, 0]",13,0
"[6, 2, 4, 7, 5, 1, 3, 0]",14,1
"[6, 2, 4, 7, 5, 1, 3, 0]",15,0
"[6, 2, 4, 7, 5, 1, 3, 0]",16,0
"[6, 2, 4, 7, 5, 1, 3, 0]",17,1
"[6, 2, 4, 7, 5, 1, 3, 0]",18,1
"[6, 2, 4, 7, 5, 1, 3, 0]",19,1
"[6, 2, 4, 7, 5, 1, 3, 0]",20,0
"[6, 2, 4, 7, 5, 1, 3, 0]",21,0
"[6, 2, 4, 7, 5, 1, 3, 0]",22,0
"[6, 2, 4, 7, 5, 1, 3, 0]",23,0
"[6, 2, 4, 7, 5, 1, 3, 0]",24,0
"[6, 7, 4, 1, 0, 3, 5, 2]",0,0
"[6, 7, 4, 1, 0, 3, 5, 2]",1,0
"[6, 7, 4, 1, 0, 3, 5, 2]",2,1
"[6, 7, 4, 1, 0, 3, 5, 2]",3,0
"[6, 7, 4, 1, 0, 3, 5, 2]",4,0
"[6, 7, 4, 1, 0, 3, 5, 2]",5,0
"[6, 7, 4, 1, 0, 3, 5, 2]",6,0
"[6, 7, 4, 1, 0, 3, 5, 2]",7,0
"[6, 7, 4, 1, 0, 3, 5, 2]",8,0
"[6, 7, 4, 1, 0, 3, 5, 2]",9,0
"[6, 7, 4, 1, 0, 3, 5, 2]",10,0
"[6, 7, 4, 1, 0, 3, 5, 2]",11,0
"[6, 7, 4, 1, 0, 3, 5, 2]",12,0
"[6, 7, 4, 1, 0, 3, 5, 2]",13,0
"[6, 7, 4, 1, 0, 3, 5, 2]",14,0
"[6, 7, 4, 1, 0, 3, 5, 2]",15,1
"[6, 7, 4, 1, 0, 3, 5, 2]",16,0
"[6, 7, 4, 1, 0, 3, 5, 2]",17,0
"[6, 7, 4, 1, 0, 3, 5, 2]",18,0
"[6, 7, 4, 1, 0, 3, 5, 2]",19,1
"[6, 7, 4, 1, 0, 3, 5, 2]",20,0
"[6, 7, 4, 1, 0, 3, 5, 2]",21,0
"[6, 7, 4, 1, 0, 3, 5, 2]",22,0
"[6, 7, 4, 1, 0, 3, 5, 2]",23,0
"[6, 7, 4, 1, 0, 3, 5, 2]",24,0
"[3, 7, 6, 4, 0, 1, 5, 2]",0,0
"[3, 7, 6, 4, 0, 1, 5, 2]",1,1
"[3, 7, 6, 4, 0, 1, 5, 2]",2,0
"[3, 7, 6, 4, 0, 1, 5, 2]",3,0
"[3, 7, 6, 4, 0, 1, 5, 2]",4,1
"[3, 7, 6, 4, 0, 1, 5, 2]",5,0
"[3, 7, 6, 4, 0, 1, 5, 2]",6,0
"[3, 7, 6, 4, 0, 1, 5, 2]",7,1
"[3, 7, 6, 4, 0, 1, 5, 2]",8,0
"[3, 7, 6, 4, 0, 1, 5, 2]",9,1
"[3, 7, 6, 4, 0, 1, 5, 2]",10,0
"[3, 7, 6, 4, 0, 1, 5, 2]",11,0
"[3, 7, 6, 4, 0, 1, 5, 2]",12,0
"[3, 7, 6, 4, 0, 1, 5, 2]",13,1
"[3, 7, 6, 4, 0, 1, 5, 2]",14,1
"[3, 7, 6, 4, 0, 1, 5, 2]",15,1
"[3, 7, 6, 4, 0, 1, 5, 2]",16,0
"[3, 7, 6, 4, 0, 1, 5, 2]",17,1
"[3, 7, 6, 4, 0, 1, 5, 2]",18,1
"[3, 7, 6, 4, 0, 1, 5, 2]",19,1
"[3, 7, 6, 4, 0, 1, 5, 2]",20,0
"[3, 7, 6, 4, 0, 1, 5, 2]",21,1
"[3, 7, 6, 4, 0, 1, 5, 2]",22,1
"[3, 7, 6, 4, 0, 1, 5, 2]",23,1
"[3, 7, 6, 4, 0, 1, 5, 2]",24,0
"[6, 1, 5, 2, 4, 3, 0, 7]",0,0
"[6, 1, 5, 2, 4, 3, 0, 7]",1,1
"[6, 1, 5, 2, 4, 3, 0, 7]",2,1
"[6, 1, 5, 2, 4, 3, 0, 7]",3,0
"[6, 1, 5, 2, 4, 3, 0, 7]",4,0
"[6, 1, 5, 2, 4, 3, 0, 7]",5,0
"[6, 1, 5, 2, 4, 3, 0, 7]",6,0
"[6, 1, 5, 2, 4, 3, 0, 7]",7,1
"[6, 1, 5, 2, 4, 3, 0, 7]",8,0
"[6, 1, 5, 2, 4, 3, 0, 7]",9,1
"[6, 1, 5, 2, 4, 3, 0, 7]",10,0
"[6, 1, 5, 2, 4, 3, 0, 7]",11,0
"[6, 1, 5, 2, 4, 3, 0, 7]",12,0
"[6, 1, 5, 2, 4, 3, 0, 7]",13,0
"[6, 1, 5, 2, 4, 3, 0, 7]",14,1
"[6, 1, 5, 2, 4, 3, 0, 7]",15,0
"[6, 1, 5, 2, 4, 3, 0, 7]",16,1
"[6, 1, 5, 2, 4, 3, 0, 7]",17,1
"[6, 1, 5, 2, 4, 3, 0, 7]",18,0
"[6, 1, 5, 2, 4, 3, 0, 7]",19,1
"[6, 1, 5, 2, 4, 3, 0, 7]",20,0
"[6, 1, 5, 2, 4, 3, 0, 7]",21,0
"[6, 1, 5, 2, 4, 3, 0, 7]",22,1
"[6, 1, 5, 2, 4, 3, 0, 7]",23,0
"[6, 1, 5, 2, 4, 3, 0, 7]",24,0
"[1, 4, 2, 5, 3, 6, 0, 7]",0,0
"[1, 4, 2, 5, 3, 6, 0, 7]",1,1
"[1, 4, 2, 5, 3, 6, 0, 7]",2,0
"[1, 4, 2, 5, 3, 6, 0, 7]",3,0
"[1, 4, 2, 5, 3, 6, 0, 7]",4,0
"[1, 4, 2, 5, 3, 6, 0, 7]",5,0
"[1, 4, 2, 5, 3, 6, 0, 7]",6,0
"[1, 4, 2, 5, 3, 6, 0, 7]",7,1
"[1, 4, 2, 5, 3, 6, 0, 7]",8,0
"[1, 4, 2, 5, 3, 6, 0, 7]",9,1
"[1, 4, 2, 5, 3, 6, 0, 7]",10,0
"[1, 4, 2, 5, 3, 6, 0, 7]",11,1
"[1, 4, 2, 5, 3, 6, 0, 7]",12,0
"[1, 4, 2, 5, 3, 6, 0, 7]",13,0
"[1, 4, 2, 5, 3, 6, 0, 7]",14,0
"[1, 4, 2, 5, 3, 6, 0, 7]",15,1
"[1, 4, 2, 5, 3, 6, 0, 7]",16,0
"[1, 4, 2, 5, 3, 6, 0, 7]",17,1
"[1, 4, 2, 5, 3, 6, 0, 7]",18,1
"[1, 4, 2, 5, 3, 6, 0, 7]",19,1
"[1, 4, 2, 5, 3, 6, 0, 7]",20,1
"[1, 4, 2, 5, 3, 6, 0, 7]",21,0
"[1, 4, 2, 5, 3, 6, 0, 7]",22,0
"[1, 4, 2, 5, 3, 6, 0, 7]",23,0
"[1, 4, 2, 5, 3, 6, 0, 7]",24,0
"[0, 2, 3, 6, 4, 5, 7, 1]",0,0
"[0, 2, 3, 6, 4, 5, 7, 1]",1,1
"[0, 2, 3, 6, 4, 5, 7, 1]",2,0
"[0, 2, 3, 6, 4, 5, 7, 1]",3,0
"[0, 2, 3, 6, 4, 5, 7, 1]",4,1
"[0, 2, 3, 6, 4, 5, 7, 1]",5,0
"[0, 2, 3, 6, 4, 5, 7, 1]",6,0
"[0, 2, 3, 6, 4, 5, 7, 1]",7,1
"[0, 2, 3, 6, 4, 5, 7, 1]",8,0
"[0, 2, 3, 6, 4, 5, 7, 1]",9,1
"[0, 2, 3, 6, 4, 5, 7, 1]",10,0
"[0, 2, 3, 6, 4, 5, 7, 1]",11,0
"[0, 2, 3, 6, 4, 5, 7, 1]",12,1
"[0, 2, 3, 6, 4, 5, 7, 1]",13,0
"[0, 2, 3, 6, 4, 5, 7, 1]",14,0
"[0, 2, 3, 6, 4, 5, 7, 1]",15,0
"[0, 2, 3, 6, 4, 5, 7, 1]",16,0
"[0, 2, 3, 6, 4, 5, 7, 1]",17,1
"[0, 2, 3, 6, 4, 5, 7, 1]",18,1
"[0, 2, 3, 6, 4, 5, 7, 1]",19,1
"[0, 2, 3, 6, 4, 5, 7, 1]",20,0
"[0, 2, 3, 6, 4, 5, 7, 1]",21,0
"[0, 2, 3, 6, 4, 5, 7, 1]",22,0
"[0, 2, 3, 6, 4, 5, 7, 1]",23,0
"[0, 2, 3, 6, 4, 5, 7, 1]",24,0
"[7, 6, 2, 5, 3, 1, 0, 4]",0,0
"[7, 6, 2, 5, 3, 1, 0, 4]",1,0
"[7, 6, 2, 5, 3, 1, 0, 4]",2,1
"[7, 6, 2, 5, 3, 1, 0, 4]",3,1
"[7, 6, 2, 5, 3, 1, 0, 4]",4,0
"[7, 6, 2, 5, 3, 1, 0, 4]",5,0
"[7, 6, 2, 5, 3, 1, 0, 4]",6,0
"[7, 6, 2, 5, 3, 1, 0, 4]",7,1
"[7, 6, 2, 5, 3, 1, 0, 4]",8,0
"[7, 6, 2, 5, 3, 1, 0, 4]",9,1
"[7, 6, 2, 5, 3, 1, 0, 4]",10,0
"[7, 6, 2, 5, 3, 1, 0, 4]",11,0
"[7, 6, 2, 5, 3, 1, 0, 4]",12,1
"[7, 6, 2, 5, 3, 1, 0, 4]",13,0
"[7, 6, 2, 5, 3, 1, 0, 4]",14,1
"[7, 6, 2, 5, 3, 1, 0, 4]",15,0
"[7, 6, 2, 5, 3, 1, 0, 4]",16,0
"[7, 6, 2, 5, 3, 1, 0, 4]",17,1
"[7, 6, 2, 5, 3, 1, 0, 4]",18,0
"[7, 6, 2, 5, 3, 1, 0, 4]",19,0
"[7, 6, 2, 5, 3, 1, 0, 4]",20,0
"[7, 6, 2, 5, 3, 1, 0, 4]",21,0
"[7, 6, 2, 5, 3, 1, 0, 4]",22,1
"[7, 6, 2, 5, 3, 1, 0, 4]",23,0
"[7, 6, 2, 5, 3, 1, 0, 4]",24,0
"[6, 1, 2, 0, 3, 7, 5, 4]",0,0
"[6, 1, 2, 0, 3, 7, 5, 4]",1,1
"[6, 1, 2, 0, 3, 7, 5, 4]",2,1
"[6, 1, 2, 0, 3, 7, 5, 4]",3,1
"[6, 1, 2, 0, 3, 7, 5, 4]",4,0
"[6, 1, 2, 0, 3, 7, 5, 4]",5,0
"[6, 1, 2, 0, 3, 7, 5, 4]",6,1
"[6, 1, 2, 0, 3, 7, 5, 4]",7,0
"[6, 1, 2, 0, 3, 7, 5, 4]",8,0
"[6, 1, 2, 0, 3, 7, 5, 4]",9,1
"[6, 1, 2, 0, 3, 7, 5, 4]",10,0
"[6, 1, 2, 0, 3, 7, 5, 4]",11,0
"[6, 1, 2, 0, 3, 7, 5, 4]",12,1
"[6, 1, 2, 0, 3, 7, 5, 4]",13,0
"[6, 1, 2, 0, 3, 7, 5, 4]",14,0
"[6, 1, 2, 0, 3, 7, 5, 4]",15,1
"[6, 1, 2, 0, 3, 7, 5, 4]",16,0
"[6, 1, 2, 0, 3, 7, 5, 4]",17,1
"[6, 1, 2, 0, 3, 7, 5, 4]",18,0
"[6, 1, 2, 0, 3, 7, 5, 4]",19,1
"[6, 1, 2, 0, 3, 7, 5, 4]",20,0
"[6, 1, 2, 0, 3, 7, 5, 4]",21,0
"[6, 1, 2, 0, 3, 7, 5, 4]",22,0
"[6, 1, 2, 0, 3, 7, 5, 4]",23,0
"[6, 1, 2, 0, 3, 7, 5, 4]",24,0
"[1, 0, 2, 3, 4, 5, 7, 6]",0,0
"[1, 0, 2, 3, 4, 5, 7, 6]",1,1
"[1, 0, 2, 3, 4, 5, 7, 6]",2,0
"[1, 0, 2, 3, 4, 5, 7, 6]",3,0
"[1, 0, 2, 3, 4, 5, 7, 6]",4,1
"[1, 0, 2, 3, 4, 5, 7, 6]",5,0
"[1, 0, 2, 3, 4, 5, 7, 6]",6,0
"[1, 0, 2, 3, 4, 5, 7, 6]",7,1
"[1, 0, 2, 3, 4, 5, 7, 6]",8,0
"[1, 0, 2, 3, 4, 5, 7, 6]",9,1
"[1, 0, 2, 3, 4, 5, 7, 6]",10,0
"[1, 0, 2, 3, 4, 5, 7, 6]",11,0
"[1, 0, 2, 3, 4, 5, 7, 6]",12,1
"[1, 0, 2, 3, 4, 5, 7, 6]",13,1
"[1, 0, 2, 3, 4, 5, 7, 6]",14,0
"[1, 0, 2, 3, 4, 5, 7, 6]",15,1
"[1, 0, 2, 3, 4, 5, 7, 6]",16,0
"[1, 0, 2, 3, 4, 5, 7, 6]",17,1
"[1, 0, 2, 3, 4, 5, 7, 6]",18,1
"[1, 0, 2, 3, 4, 5, 7, 6]",19,1
"[1, 0, 2, 3, 4, 5, 7, 6]",20,0
"[1, 0, 2, 3, 4, 5, 7, 6]",21,0
"[1, 0, 2, 3, 4, 5, 7, 6]",22,1
"[1, 0, 2, 3, 4, 5, 7, 6]",23,0
"[1, 0, 2, 3, 4, 5, 7, 6]",24,0
"[1, 2, 0, 3, 4, 5, 7, 6]",0,0
"[1, 2, 0, 3, 4, 5, 7, 6]",1,0
"[1, 2, 0, 3, 4, 5, 7, 6]",2,0
"[1, 2, 0, 3, 4, 5, 7, 6]",3,1
"[1, 2, 0, 3, 4, 5, 7, 6]",4,0
"[1, 2, 0, 3, 4, 5, 7, 6]",5,0
"[1, 2, 0, 3, 4, 5, 7, 6]",6,0
"[1, 2, 0, 3, 4, 5, 7, 6]",7,0
"[1, 2, 0, 3, 4, 5, 7, 6]",8,0
"[1, 2, 0, 3, 4, 5, 7, 6]",9,1
"[1, 2, 0, 3, 4, 5, 7, 6]",10,0
"[1, 2, 0, 3, 4, 5, 7, 6]",11,0
"[1, 2, 0, 3, 4, 5, 7, 6]",12,0
"[1, 2, 0, 3, 4, 5, 7, 6]",13,0
"[1, 2, 0, 3, 4, 5, 7, 6]",14,1
"[1, 2, 0, 3, 4, 5, 7, 6]",15,1
"[1, 2, 0, 3, 4, 5, 7, 6]",16,0
"[1, 2, 0, 3, 4, 5, 7, 6]",17,1
"[1, 2, 0, 3, 4, 5, 7, 6]",18,0
"[1, 2, 0, 3, 4, 5, 7, 6]",19,1
"[1, 2, 0, 3, 4, 5, 7, 6]",20,0
"[1, 2, 0, 3, 4, 5, 7, 6]",21,1
"[1, 2, 0, 3, 4, 5, 7, 6]",22,0
"[1, 2, 0, 3, 4, 5, 7, 6]",23,0
"[1, 2, 0, 3, 4, 5, 7, 6]",24,0
"[6, 5, 1, 0, 4, 2, 3, 7]",0,0
"[6, 5, 1, 0, 4, 2, 3, 7]",1,1
"[6, 5, 1, 0, 4, 2, 3, 7]",2,0
"[6, 5, 1, 0, 4, 2, 3, 7]",3,0
"[6, 5, 1, 0, 4, 2, 3, 7]",4,0
"[6, 5, 1, 0, 4, 2, 3, 7]",5,0
"[6, 5, 1, 0, 4, 2, 3, 7]",6,0
"[6, 5, 1, 0, 4, 2, 3, 7]",7,1
"[6, 5, 1, 0, 4, 2, 3, 7]",8,0
"[6, 5, 1, 0, 4, 2, 3, 7]",9,1
"[6, 5, 1, 0, 4, 2, 3, 7]",10,0
"[6, 5, 1, 0, 4, 2, 3, 7]",11,0
"[6, 5, 1, 0, 4, 2, 3, 7]",12,0
"[6, 5, 1, 0, 4, 2, 3, 7]",13,0
"[6, 5, 1, 0, 4, 2, 3, 7]",14,0
"[6, 5, 1, 0, 4, 2, 3, 7]",15,0
"[6, 5, 1, 0, 4, 2, 3, 7]",16,0
"[6, 5, 1, 0, 4, 2, 3, 7]",17,1
"[6, 5, 1, 0, 4, 2, 3, 7]",18,1
"[6, 5, 1, 0, 4, 2, 3, 7]",19,1
"[6, 5, 1, 0, 4, 2, 3, 7]",20,0
"[6, 5, 1, 0, 4, 2, 3, 7]",21,0
"[6, 5, 1, 0, 4, 2, 3, 7]",22,1
"[6, 5, 1, 0, 4, 2, 3, 7]",23,0
"[6, 5, 1, 0, 4, 2, 3, 7]",24,0
"[4, 5, 1, 2, 0, 7, 6, 3]",0,0
"[4, 5, 1, 2, 0, 7, 6, 3]",1,1
"[4, 5, 1, 2, 0, 7, 6, 3]",2,0
"[4, 5, 1, 2, 0, 7, 6, 3]",3,1
"[4, 5, 1, 2, 0, 7, 6, 3]",4,0
"[4, 5, 1, 2, 0, 7, 6, 3]",5,0
"[4, 5, 1, 2, 0, 7, 6, 3]",6,0
"[4, 5, 1, 2, 0, 7, 6, 3]",7,0
"[4, 5, 1, 2, 0, 7, 6, 3]",8,0
"[4, 5, 1, 2, 0, 7, 6, 3]",9,1
"[4, 5, 1, 2, 0, 7, 6, 3]",10,0
"[4, 5, 1, 2, 0, 7, 6, 3]",11,0
"[4, 5, 1, 2, 0, 7, 6, 3]",12,0
"[4, 5, 1, 2, 0, 7, 6, 3]",13,0
"[4, 5, 1, 2, 0, 7, 6, 3]",14,0
"[4, 5, 1, 2, 0, 7, 6, 3]",15,1
"[4, 5, 1, 2, 0, 7, 6, 3]",16,0
"[4, 5, 1, 2, 0, 7, 6, 3]",17,1
"[4, 5, 1, 2, 0, 7, 6, 3]",18,0
"[4, 5, 1, 2, 0, 7, 6, 3]",19,1
"[4, 5, 1, 2, 0, 7, 6, 3]",20,0
"[4, 5, 1, 2, 0, 7, 6, 3]",21,1
"[4, 5, 1, 2, 0, 7, 6, 3]",22,0
"[4, 5, 1, 2, 0, 7, 6, 3]",23,0
"[4, 5, 1, 2, 0, 7, 6, 3]",24,0
"[7, 4, 5, 3, 1, 0, 2, 6]",0,0
"[7, 4, 5, 3, 1, 0, 2, 6]",1,0
"[7, 4, 5, 3, 1, 0, 2, 6]",2,0
"[7, 4, 5, 3, 1, 0, 2, 6]",3,0
"[7, 4, 5, 3, 1, 0, 2, 6]",4,1
"[7, 4, 5, 3, 1, 0, 2, 6]",5,0
"[7, 4, 5, 3, 1, 0, 2, 6]",6,0
"[7, 4, 5, 3, 1, 0, 2, 6]",7,0
"[7, 4, 5, 3, 1, 0, 2, 6]",8,0
"[7, 4, 5, 3, 1, 0, 2, 6]",9,1
"[7, 4, 5, 3, 1, 0, 2, 6]",10,0
"[7, 4, 5, 3, 1, 0, 2, 6]",11,0
"[7, 4, 5, 3, 1, 0, 2, 6]",12,0
"[7, 4, 5, 3, 1, 0, 2, 6]",13,0
"[7, 4, 5, 3, 1, 0, 2, 6]",14,0
"[7, 4, 5, 3, 1, 0, 2, 6]",15,1
"[7, 4, 5, 3, 1, 0, 2, 6]",16,0
"[7, 4, 5, 3, 1, 0, 2, 6]",17,1
"[7, 4, 5, 3, 1, 0, 2, 6]",18,0
"[7, 4, 5, 3, 1, 0, 2, 6]",19,0
"[7, 4, 5, 3, 1, 0, 2, 6]",20,0
"[7, 4, 5, 3, 1, 0, 2, 6]",21,0
"[7, 4, 5, 3, 1, 0, 2, 6]",22,1
"[7, 4, 5, 3, 1, 0, 2, 6]",23,0
"[7, 4, 5, 3, 1, 0, 2, 6]",24,0
"[7, 4, 5, 3, 1, 2, 0, 6]",0,0
"[7, 4, 5, 3, 1, 2, 0, 6]",1,0
"[7, 4, 5, 3, 1, 2, 0, 6]",2,0
"[7, 4, 5, 3, 1, 2, 0, 6]",3,0
"[7, 4, 5, 3, 1, 2, 0, 6]",4,0
"[7, 4, 5, 3, 1, 2, 0, 6]",5,0
"[7, 4, 5, 3, 1, 2, 0, 6]",6,0
"[7, 4, 5, 3, 1, 2, 0, 6]",7,0
"[7, 4, 5, 3, 1, 2, 0, 6]",8,0
"[7, 4, 5, 3, 1, 2, 0, 6]",9,1
"[7, 4, 5, 3, 1, 2, 0, 6]",10,0
"[7, 4, 5, 3, 1, 2, 0, 6]",11,0
"[7, 4, 5, 3, 1, 2, 0, 6]",12,0
"[7, 4, 5, 3, 1, 2, 0, 6]",13,0
"[7, 4, 5, 3, 1, 2, 0, 6]",14,0
"[7, 4, 5, 3, 1, 2, 0, 6]",15,1
"[7, 4, 5, 3, 1, 2, 0, 6]",16,0
"[7, 4, 5, 3, 1, 2, 0, 6]",17,0
"[7, 4, 5, 3, 1, 2, 0, 6]",18,1
"[7, 4, 5, 3, 1, 2, 0, 6]",19,0
"[7, 4, 5, 3, 1, 2, 0, 6]",20,0
"[7, 4, 5, 3, 1, 2, 0, 6]",21,0
"[7, 4, 5, 3, 1, 2, 0, 6]",22,0
"[7, 4, 5, 3, 1, 2, 0, 6]",23,0
"[7, 4, 5, 3, 1, 2, 0, 6]",24,0
"[2, 1, 6, 0, 7, 4, 5, 3]",0,0
"[2, 1, 6, 0, 7, 4, 5, 3]",1,1
"[2, 1, 6, 0, 7, 4, 5, 3]",2,0
"[2, 1, 6, 0, 7, 4, 5, 3]",3,0
"[2, 1, 6, 0, 7, 4, 5, 3]",4,1
"[2, 1, 6, 0, 7, 4, 5, 3]",5,0
"[2, 1, 6, 0, 7, 4, 5, 3]",6,0
"[2, 1, 6, 0, 7, 4, 5, 3]",7,0
"[2, 1, 6, 0, 7, 4, 5, 3]",8,0
"[2, 1, 6, 0, 7, 4, 5, 3]",9,1
"[2, 1, 6, 0, 7, 4, 5, 3]",10,0
"[2, 1, 6, 0, 7, 4, 5, 3]",11,0
"[2, 1, 6, 0, 7, 4, 5, 3]",12,0
"[2, 1, 6, 0, 7, 4, 5, 3]",13,0
"[2, 1, 6, 0, 7, 4, 5, 3]",14,0
"[2, 1, 6, 0, 7, 4, 5, 3]",15,1
"[2, 1, 6, 0, 7, 4, 5, 3]",16,0
"[2, 1, 6, 0, 7, 4, 5, 3]",17,1
"[2, 1, 6, 0, 7, 4, 5, 3]",18,0
"[2, 1, 6, 0, 7, 4, 5, 3]",19,1
"[2, 1, 6, 0, 7, 4, 5, 3]",20,0
"[2, 1, 6, 0, 7, 4, 5, 3]",21,0
"[2, 1, 6, 0, 7, 4, 5, 3]",22,1
"[2, 1, 6, 0, 7, 4, 5, 3]",23,0
"[2, 1, 6, 0, 7, 4, 5, 3]",24,1
"[2, 1, 6, 0, 7, 5, 4, 3]",0,0
"[2, 1, 6, 0, 7, 5, 4, 3]",1,1
"[2, 1, 6, 0, 7, 5, 4, 3]",2,0
"[2, 1, 6, 0, 7, 5, 4, 3]",3,1
